Département (Champ géographique),Code Commune (Champ géographique),Nom Commune (Champ géographique),Section (Références cadastrales),Bâtiment (Identification du local),N° voirie (Adresse du local),Indice de répétition (Adresse du local),Nature voie (Adresse du local),Nom voie (Adresse du local),N° MAJIC (Propriétaire(s) du local),N° SIREN (Propriétaire(s) du local),Forme juridique (Propriétaire(s) du local),Forme juridique abrégée (Propriétaire(s) du local),Dénomination (Propriétaire(s) du local),Adresse
59,350,LILLE,A,D,137.0,,RUE,DE LA MITTERIE,PBCCFV,U21042006,7230,COLL,CONSEIL REGIONAL NORD PAS DE CALAIS,137 RUE DE LA MITTERIE
59,350,LILLE,A,E,139.0,,RUE,DE LA MITTERIE,PBBVJ5,U21048643,7230,COLL,CONSEIL REGIONAL REGION NORD PAS DE CALAIS,139 RUE DE LA MITTERIE
59,350,LILLE,A,E,139.0,,RUE,DE LA MITTERIE,PBCCFV,U21042006,7230,COLL,CONSEIL REGIONAL NORD PAS DE CALAIS,139 RUE DE LA MITTERIE
59,350,LILLE,A,F,141.0,,RUE,DE LA MITTERIE,PBBVJ5,U21048643,7230,COLL,CONSEIL REGIONAL REGION NORD PAS DE CALAIS,141 RUE DE LA MITTERIE
59,350,LILLE,A,F,141.0,,RUE,DE LA MITTERIE,PBCCFV,U21042006,7230,COLL,CONSEIL REGIONAL NORD PAS DE CALAIS,141 RUE DE LA MITTERIE
59,350,LILLE,A,G,143.0,,RUE,DE LA MITTERIE,PBBVJ5,U21048643,7230,COLL,CONSEIL REGIONAL REGION NORD PAS DE CALAIS,143 RUE DE LA MITTERIE
59,350,LILLE,A,G,143.0,,RUE,DE LA MITTERIE,PBCCFV,U21042006,7230,COLL,CONSEIL REGIONAL NORD PAS DE CALAIS,143 RUE DE LA MITTERIE
59,350,LILLE,A,H,143.0,,RUE,DE LA MITTERIE,PBBVJ5,U21048643,7230,COLL,CONSEIL REGIONAL REGION NORD PAS DE CALAIS,143 RUE DE LA MITTERIE
59,350,LILLE,A,H,143.0,,RUE,DE LA MITTERIE,PBCCFV,U21042006,7230,COLL,CONSEIL REGIONAL NORD PAS DE CALAIS,143 RUE DE LA MITTERIE
59,350,LILLE,A,A,2.0,,RUE,DU CHATEAU DISENGHIEN,PBJZS2,432004844,5499,SARL,SARL DE L AGORA,2 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,9000.0,,,LE GRAND BUT,P9MBBK,444608442,5699,SA,ENEDIS,9000  LE GRAND BUT
59,350,LILLE,A,A,9000.0,,,LE GRAND BUT,PBJTH7,U18937821,5699,SA,ENEDIS,9000  LE GRAND BUT
59,350,LILLE,A,A,14.0,,RUE,EUGENE DESCAMPS,PBHK4B,521725127,6540,SCI,SCI JUVALHER,14 RUE EUGENE DESCAMPS
59,350,LILLE,A,GA,14.0,,RUE,EUGENE DESCAMPS,PBHK4B,521725127,6540,SCI,SCI JUVALHER,14 RUE EUGENE DESCAMPS
59,350,LILLE,A,A,110.0,,RUE,DU GRAND BUT LOMME,PBCCFZ,422307140,5710,SAS,TENOTEL,110 RUE DU GRAND BUT LOMME
59,350,LILLE,A,B,112.0,,RUE,DU GRAND BUT LOMME,PBCCFZ,422307140,5710,SAS,TENOTEL,112 RUE DU GRAND BUT LOMME
59,350,LILLE,A,A,3.0,,RUE,DU CHATEAU DISENGHIEN,PBJZS2,432004844,5499,SARL,SARL DE L AGORA,3 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,3.0,,RUE,DU CHATEAU DISENGHIEN,PBJ6NQ,397499781,6540,SCI,DU MOULIN,3 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,28.0,,CITE,JOLIVET,PBHVS2,533921490,6540,SCI,SCI SO-PHI,28 CITE JOLIVET
59,350,LILLE,A,A,6.0,,RUE,DU CHATEAU DISENGHIEN,PBJZS2,432004844,5499,SARL,SARL DE L AGORA,6 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,6.0,,RUE,DU CHATEAU DISENGHIEN,PBJ6NR,380847582,5710,SAS,OLD WILD WEST SAS,6 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,9000.0,,,LE CHATEAU,P9MBBC,444608442,5699,SA,ENEDIS,9000  LE CHATEAU
59,350,LILLE,A,A,9000.0,,,LE CHATEAU,P998MW,444608442,5699,SA,ENEDIS,9000  LE CHATEAU
59,350,LILLE,A,A,41.0,,RUE,DU MAIRE BECQUART,PBCB9H,U21083505,7210,COM,COMMUNE DE LOMME,41 RUE DU MAIRE BECQUART
59,350,LILLE,A,A,1.0,,RUE,DU CHATEAU DISENGHIEN,PBJW8S,381509819,5499,SARL,HURBAN DEVELOPPEMENT,1 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,B,1.0,,RUE,DU CHATEAU DISENGHIEN,PBJW8S,381509819,5499,SARL,HURBAN DEVELOPPEMENT,1 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,C,1.0,,RUE,DU CHATEAU DISENGHIEN,PBJW8S,381509819,5499,SARL,HURBAN DEVELOPPEMENT,1 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,D,1.0,,RUE,DU CHATEAU DISENGHIEN,PBJW8S,381509819,5499,SARL,HURBAN DEVELOPPEMENT,1 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,E,1.0,,RUE,DU CHATEAU DISENGHIEN,PBJW8S,381509819,5499,SARL,HURBAN DEVELOPPEMENT,1 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,F,1.0,,RUE,DU CHATEAU DISENGHIEN,PBJW8S,381509819,5499,SARL,HURBAN DEVELOPPEMENT,1 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,2.0,,RUE,DANTON LOMME,PBHPB6,U21541716,5499,SARL,BW IMMOBILIER,2 RUE DANTON LOMME
59,350,LILLE,A,F,2.0,,RUE,DANTON LOMME,PBHPB6,U21541716,5499,SARL,BW IMMOBILIER,2 RUE DANTON LOMME
59,350,LILLE,A,G,2.0,,RUE,DANTON LOMME,PBHPB6,U21541716,5499,SARL,BW IMMOBILIER,2 RUE DANTON LOMME
59,350,LILLE,A,A,4.0,,RUE,DU CHATEAU DISENGHIEN,PBJZS2,432004844,5499,SARL,SARL DE L AGORA,4 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,4.0,,RUE,DU CHATEAU DISENGHIEN,PBGV9K,419711833,5710,SAS,KLEMURS,4 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,B,4.0,,RUE,DU CHATEAU DISENGHIEN,P9MBBC,444608442,5699,SA,ENEDIS,4 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,B,4.0,,RUE,DU CHATEAU DISENGHIEN,P998MW,444608442,5699,SA,ENEDIS,4 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,10.0,,RUE,DU CHATEAU DISENGHIEN,PBJZS2,432004844,5499,SARL,SARL DE L AGORA,10 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,10.0,,RUE,DU CHATEAU DISENGHIEN,PBJ6NS,405133984,6540,SCI,J C M IMMOBILIER,10 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,20.0,,RUE,DU CHATEAU DISENGHIEN,PBJZS2,432004844,5499,SARL,SARL DE L AGORA,20 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,22.0,,RUE,DU CHATEAU DISENGHIEN,PBJZS2,432004844,5499,SARL,SARL DE L AGORA,22 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,16.0,,RUE,EUGENE DESCAMPS,PBH842,475680815,5699,SA,VILOGIA SOCIETE ANONYME DHLM,16 RUE EUGENE DESCAMPS
59,350,LILLE,A,A,8.0,,RUE,DU CHATEAU DISENGHIEN,PBJZS2,432004844,5499,SARL,SARL DE L AGORA,8 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,8.0,,RUE,DU CHATEAU DISENGHIEN,PBJ6NT,412022733,5499,SARL,LOBRA,8 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,1.0,A,RUE,DE LOMPRET LOMME,PBCC49,U21549950,9900,,LYCEE SONIA DELAUNAY,1 RUE DE LOMPRET LOMME
59,350,LILLE,A,A,1.0,A,RUE,DE LOMPRET LOMME,PBBVJ5,U21048643,7230,COLL,CONSEIL REGIONAL REGION NORD PAS DE CALAIS,1 RUE DE LOMPRET LOMME
59,350,LILLE,A,B,1.0,B,RUE,DE LOMPRET LOMME,PBCC49,U21549950,9900,,LYCEE SONIA DELAUNAY,1 RUE DE LOMPRET LOMME
59,350,LILLE,A,B,1.0,B,RUE,DE LOMPRET LOMME,PBBVJ5,U21048643,7230,COLL,CONSEIL REGIONAL REGION NORD PAS DE CALAIS,1 RUE DE LOMPRET LOMME
59,350,LILLE,A,C,1.0,C,RUE,DE LOMPRET LOMME,PBCC49,U21549950,9900,,LYCEE SONIA DELAUNAY,1 RUE DE LOMPRET LOMME
59,350,LILLE,A,C,1.0,C,RUE,DE LOMPRET LOMME,PBBVJ5,U21048643,7230,COLL,CONSEIL REGIONAL REGION NORD PAS DE CALAIS,1 RUE DE LOMPRET LOMME
59,350,LILLE,A,D,1.0,D,RUE,DE LOMPRET LOMME,PBCC49,U21549950,9900,,LYCEE SONIA DELAUNAY,1 RUE DE LOMPRET LOMME
59,350,LILLE,A,D,1.0,D,RUE,DE LOMPRET LOMME,PBBVJ5,U21048643,7230,COLL,CONSEIL REGIONAL REGION NORD PAS DE CALAIS,1 RUE DE LOMPRET LOMME
59,350,LILLE,A,E,1.0,E,RUE,DE LOMPRET LOMME,PBCC49,U21549950,9900,,LYCEE SONIA DELAUNAY,1 RUE DE LOMPRET LOMME
59,350,LILLE,A,E,1.0,E,RUE,DE LOMPRET LOMME,PBBVJ5,U21048643,7230,COLL,CONSEIL REGIONAL REGION NORD PAS DE CALAIS,1 RUE DE LOMPRET LOMME
59,350,LILLE,A,F,1.0,F,RUE,DE LOMPRET LOMME,PBCC49,U21549950,9900,,LYCEE SONIA DELAUNAY,1 RUE DE LOMPRET LOMME
59,350,LILLE,A,F,1.0,F,RUE,DE LOMPRET LOMME,PBBVJ5,U21048643,7230,COLL,CONSEIL REGIONAL REGION NORD PAS DE CALAIS,1 RUE DE LOMPRET LOMME
59,350,LILLE,A,B,808.0,,AVENUE,DE DUNKERQUE LOMME,PBHBM4,478909476,6540,SCI,SCI BENCHARKI IMMOBILIER,808 AVENUE DE DUNKERQUE LOMME
59,350,LILLE,A,A,17.0,,RUE,DESRUELLES,PBCB9R,389472515,6540,SCI,LES MOULINS,17 RUE DESRUELLES
59,350,LILLE,A,A,195.0,,RUE,ADOLPHE DEFRENNE LOMME,PBJSPQ,341151801,6540,SCI,SCI LA MITTERIE,195 RUE ADOLPHE DEFRENNE LOMME
59,350,LILLE,A,A,3.0,,RUE,TOULOUSE LAUTREC LOMME,PBHTL4,525318366,6599,SC,SCI ROUBAIX-FLANDRE,3 RUE TOULOUSE LAUTREC LOMME
59,350,LILLE,A,A,9000.0,,,LA MITERIE,P9MBBC,444608442,5699,SA,ENEDIS,9000  LA MITERIE
59,350,LILLE,A,A,9000.0,,,LA MITERIE,P998MW,444608442,5699,SA,ENEDIS,9000  LA MITERIE
59,350,LILLE,A,A,131.0,,RUE,EUGENE DESCAMPS,PBBB8N,045550258,5599,SA,SIA HABITAT,131 RUE EUGENE DESCAMPS
59,350,LILLE,A,B,133.0,,RUE,EUGENE DESCAMPS,PBBB8N,045550258,5599,SA,SIA HABITAT,133 RUE EUGENE DESCAMPS
59,350,LILLE,A,A,135.0,,RUE,EUGENE DESCAMPS,PBBB8N,045550258,5599,SA,SIA HABITAT,135 RUE EUGENE DESCAMPS
59,350,LILLE,A,B,137.0,,RUE,EUGENE DESCAMPS,PBBB8N,045550258,5599,SA,SIA HABITAT,137 RUE EUGENE DESCAMPS
59,350,LILLE,A,C,139.0,,RUE,EUGENE DESCAMPS,PBBB8N,045550258,5599,SA,SIA HABITAT,139 RUE EUGENE DESCAMPS
59,350,LILLE,A,D,141.0,,RUE,EUGENE DESCAMPS,PBBB8N,045550258,5599,SA,SIA HABITAT,141 RUE EUGENE DESCAMPS
59,350,LILLE,A,A,3.0,,RUE,DU CHEMIN NOIR,PBCMDL,481583649,6540,SCI,LA MITTERIE,3 RUE DU CHEMIN NOIR
59,350,LILLE,A,A,170.0,A,RUE,DU GRAND BUT LOMME,PBHCWD,489580589,9220,ASS,LA VIE DEVANT SOI,170 RUE DU GRAND BUT LOMME
59,350,LILLE,A,B,3.0,,RUE,MARX DORMOY LOMME,PBH54J,531533495,5710,SAS,SOTIM,3 RUE MARX DORMOY LOMME
59,350,LILLE,A,A,23.0,,RUE,ADOLPHE DEFRENNE LOMME,PBDJM8,225900018,7220,DEPT,DEPARTEMENT DU NORD,23 RUE ADOLPHE DEFRENNE LOMME
59,350,LILLE,A,B,25.0,,RUE,ADOLPHE DEFRENNE LOMME,PBDJM8,225900018,7220,DEPT,DEPARTEMENT DU NORD,25 RUE ADOLPHE DEFRENNE LOMME
59,350,LILLE,A,C,27.0,,RUE,ADOLPHE DEFRENNE LOMME,PBDJM8,225900018,7220,DEPT,DEPARTEMENT DU NORD,27 RUE ADOLPHE DEFRENNE LOMME
59,350,LILLE,A,D,29.0,,RUE,ADOLPHE DEFRENNE LOMME,PBDJM8,225900018,7220,DEPT,DEPARTEMENT DU NORD,29 RUE ADOLPHE DEFRENNE LOMME
59,350,LILLE,A,E,33.0,,RUE,ADOLPHE DEFRENNE LOMME,PBDJM8,225900018,7220,DEPT,DEPARTEMENT DU NORD,33 RUE ADOLPHE DEFRENNE LOMME
59,350,LILLE,A,F,9004.0,,RUE,ADOLPHE DEFRENNE LOMME,P9MBBC,444608442,5699,SA,ENEDIS,9004 RUE ADOLPHE DEFRENNE LOMME
59,350,LILLE,A,F,9004.0,,RUE,ADOLPHE DEFRENNE LOMME,P998MW,444608442,5699,SA,ENEDIS,9004 RUE ADOLPHE DEFRENNE LOMME
59,350,LILLE,A,G,,,RUE,ADOLPHE DEFRENNE LOMME,PBDJM8,225900018,7220,DEPT,DEPARTEMENT DU NORD,n RUE ADOLPHE DEFRENNE LOMME
59,350,LILLE,A,A,9002.0,,RUE,DU CHATEAU DISENGHIEN,PBJZS2,432004844,5499,SARL,SARL DE L AGORA,9002 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,9002.0,,RUE,DU CHATEAU DISENGHIEN,PBGJF2,340446707,5599,SA,FINAMUR,9002 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,9003.0,,RUE,DU CHATEAU DISENGHIEN,PBJZS2,432004844,5499,SARL,SARL DE L AGORA,9003 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,9003.0,,RUE,DU CHATEAU DISENGHIEN,PBGJF2,340446707,5599,SA,FINAMUR,9003 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,B,9003.0,,RUE,DU CHATEAU DISENGHIEN,PBJZS2,432004844,5499,SARL,SARL DE L AGORA,9003 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,B,9003.0,,RUE,DU CHATEAU DISENGHIEN,PBGJF2,340446707,5599,SA,FINAMUR,9003 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,17.0,B,RUE,DE MADRINGHEM,PBHSTS,532706991,6540,SCI,SCI MADRINGHEM,17 RUE DE MADRINGHEM
59,350,LILLE,A,A,12.0,,RUE,DANTON LOMME,PBCB97,379901366,6540,SCI,DANTON,12 RUE DANTON LOMME
59,350,LILLE,A,C,2.0,,RUE,VIEILLE,PBH2SX,751597642,6540,SCI,FIT ET COCC,2 RUE VIEILLE
59,350,LILLE,A,C,2.0,B,RUE,VIEILLE,PBH2SX,751597642,6540,SCI,FIT ET COCC,2 RUE VIEILLE
59,350,LILLE,A,A,834.0,,AVENUE,DE DUNKERQUE LOMME,PBCQTR,495029472,6540,SCI,ARCHI 2,834 AVENUE DE DUNKERQUE LOMME
59,350,LILLE,A,C,1.0,T,RUE,PIERRE CURIE LOMME,PBCQTR,495029472,6540,SCI,ARCHI 2,1 RUE PIERRE CURIE LOMME
59,350,LILLE,A,B,904.0,B,AVENUE,DE DUNKERQUE LOMME,PBJ7FR,784606576,5710,SAS,ICADE PROMOTION,904 AVENUE DE DUNKERQUE LOMME
59,350,LILLE,A,A,2.0,,RUE,THEODORE MONOD,PBFL23,775624240,9230,ASS,INSTITUT CATHOLIQUE DE LILLE,2 RUE THEODORE MONOD
59,350,LILLE,A,A,2.0,,RUE,THEODORE MONOD,PBBZK6,308078765,6540,SCI,SOCIETE CIVILE IMMOBILIERE DE LUNIVERSITE CATHOLIQUE DE LIL,2 RUE THEODORE MONOD
59,350,LILLE,A,A,11.0,,RUE,DU PARC DE TOURNEBRIDE,PBJM2L,775624679,9220,ASS,LA SAUVEGARDE DU NORD,11 RUE DU PARC DE TOURNEBRIDE
59,350,LILLE,A,C,10.0,B,AVENUE,NELSON MANDELA,PBJBQ6,798106472,6540,SCI,INVICTUS,10 AVENUE NELSON MANDELA
59,350,LILLE,A,PK,1.0,,RUE,THEODORE MONOD,PBJ3XD,775661069,8130,IRC,FEDERATION AGIRC-ARRCO,1 RUE THEODORE MONOD
59,350,LILLE,A,A,3.0,,PLACE,ERASME DE ROTTERDAM,PBHN2D,521504969,9300,FON,FONDATION DIACONESSES DE REUILLY,3 PLACE ERASME DE ROTTERDAM
59,350,LILLE,A,B,2.0,,PLACE,ERASME DE ROTTERDAM,PBHN2D,521504969,9300,FON,FONDATION DIACONESSES DE REUILLY,2 PLACE ERASME DE ROTTERDAM
59,350,LILLE,A,B,588.0,,AVENUE,DE DUNKERQUE LOMME,PBHGG4,513236430,6540,SCI,NOLLIRAC,588 AVENUE DE DUNKERQUE LOMME
59,350,LILLE,A,A,3.0,,PLACE,DU MARECHAL LECLERC LOMME,PBHX6Q,534517230,6540,SCI,FELLONI - FOUASSIER,3 PLACE DU MARECHAL LECLERC LOMME
59,350,LILLE,A,A,6.0,,RUE,DES VILLAS,PBH5LD,790068167,6599,SC,A LCINSE,6 RUE DES VILLAS
59,350,LILLE,A,B,6.0,T,RUE,DES VILLAS,PBH5LD,790068167,6599,SC,A LCINSE,6 RUE DES VILLAS
59,350,LILLE,A,BX,6.0,,RUE,DES VILLAS,PBH5LD,790068167,6599,SC,A LCINSE,6 RUE DES VILLAS
59,350,LILLE,A,C,8.0,B,RUE,DES VILLAS,PBH5LD,790068167,6599,SC,A LCINSE,8 RUE DES VILLAS
59,350,LILLE,A,GA,6.0,,RUE,DES VILLAS,PBH5LD,790068167,6599,SC,A LCINSE,6 RUE DES VILLAS
59,350,LILLE,A,A,105.0,B,RUE,DU GRAND BUT LOMME,PBFL23,775624240,9230,ASS,INSTITUT CATHOLIQUE DE LILLE,105 RUE DU GRAND BUT LOMME
59,350,LILLE,A,B,105.0,B,RUE,DU GRAND BUT LOMME,PBFL23,775624240,9230,ASS,INSTITUT CATHOLIQUE DE LILLE,105 RUE DU GRAND BUT LOMME
59,350,LILLE,A,PK,105.0,B,RUE,DU GRAND BUT LOMME,PBFL23,775624240,9230,ASS,INSTITUT CATHOLIQUE DE LILLE,105 RUE DU GRAND BUT LOMME
59,350,LILLE,A,A,,,AVENUE,NELSON MANDELA,PBDSLB,783778681,9220,ASS,CENTRE HELENE BOREL - ASSOCIATION DAIDE AUX PERSONNES HANDI,n AVENUE NELSON MANDELA
59,350,LILLE,A,A,,,AVENUE,NELSON MANDELA,PBHDJN,512243221,6540,SCI,SCI DU FOYER DACCUEIL MEDICALISE DE LOMME,n AVENUE NELSON MANDELA
59,350,LILLE,A,A,3.0,B,RUE,DANTON LOMME,PBHGG7,513946350,6540,SCI,LTP,3 RUE DANTON LOMME
59,350,LILLE,A,A,3.0,,RUE,DANTON LOMME,PBHNBV,518252481,6540,SCI,SCI DANTON,3 RUE DANTON LOMME
59,350,LILLE,A,A,14.0,Q,RUE,DU CHATEAU DISENGHIEN,PBJZS2,432004844,5499,SARL,SARL DE L AGORA,14 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,14.0,T,RUE,DU CHATEAU DISENGHIEN,PBJZS2,432004844,5499,SARL,SARL DE L AGORA,14 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,A,14.0,T,RUE,DU CHATEAU DISENGHIEN,PBJ6NV,532060761,5202,SNC,FONCICO,14 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,B,16.0,,RUE,DU CHATEAU DISENGHIEN,PBJZS2,432004844,5499,SARL,SARL DE L AGORA,16 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,B,16.0,,RUE,DU CHATEAU DISENGHIEN,PBJ9GL,838703288,6540,SCI,SCI RETAIL ONE,16 RUE DU CHATEAU DISENGHIEN
59,350,LILLE,A,B,107.0,,RUE,DU GRAND BUT LOMME,PBFL23,775624240,9230,ASS,INSTITUT CATHOLIQUE DE LILLE,107 RUE DU GRAND BUT LOMME
59,350,LILLE,A,A,660.0,,AVENUE,DE DUNKERQUE LOMME,PBCDQP,434120853,6540,SCI,DU 660,660 AVENUE DE DUNKERQUE LOMME
59,350,LILLE,A,A,660.0,B,AVENUE,DE DUNKERQUE LOMME,PBH4B3,U15287841,6540,SCI,COMM 660,660 AVENUE DE DUNKERQUE LOMME
59,350,LILLE,A,A,798.0,,AVENUE,DE DUNKERQUE LOMME,PBJKFL,456503556,5699,SA,HABITAT DU NORD SA D HLM,798 AVENUE DE DUNKERQUE LOMME
59,350,LILLE,A,B,798.0,,AVENUE,DE DUNKERQUE LOMME,PBJKFL,456503556,5699,SA,HABITAT DU NORD SA D HLM,798 AVENUE DE DUNKERQUE LOMME
59,350,LILLE,A,A,9040.0,,RUE,DU CHEMIN NOIR,PBCHSM,U21551875,9900,,SERVICE DEPARTEMENTAL D INCENDIE ET DE SECOURS,9040 RUE DU CHEMIN NOIR
59,350,LILLE,A,A,9040.0,,RUE,DU CHEMIN NOIR,PBJJ58,245900410,7344,,METROPOLE EUROPEENNE DE LILLE,9040 RUE DU CHEMIN NOIR
59,350,LILLE,A,A,640.0,,AVENUE,DE DUNKERQUE LOMME,PBJJDS,443628391,5710,SAS,SCI SCISSO,640 AVENUE DE DUNKERQUE LOMME
59,350,LILLE,A,B,1.0,,RUE,DANTON LOMME,P9MBBC,444608442,5699,SA,ENEDIS,1 RUE DANTON LOMME
59,350,LILLE,A,B,1.0,,RUE,DANTON LOMME,P998MW,444608442,5699,SA,ENEDIS,1 RUE DANTON LOMME
59,350,LILLE,A,PK,1.0,,RUE,DANTON LOMME,PBHZW8,535014401,5499,SARL,T G BUSINESS,1 RUE DANTON LOMME
59,350,LILLE,A,A,115.0,,RUE,DU GRAND BUT LOMME,PBCCGC,U21042122,9900,,CENTRE HOSPITALIER ST PHILIBERT,115 RUE DU GRAND BUT LOMME
59,350,LILLE,A,B,115.0,,RUE,DU GRAND BUT LOMME,PBCCGC,U21042122,9900,,CENTRE HOSPITALIER ST PHILIBERT,115 RUE DU GRAND BUT LOMME
59,350,LILLE,A,C,115.0,,RUE,DU GRAND BUT LOMME,PBCCGC,U21042122,9900,,CENTRE HOSPITALIER ST PHILIBERT,115 RUE DU GRAND BUT LOMME
59,350,LILLE,A,A,4.0,,RUE,THOMAS MORE,PBJPTK,886980440,5546,SA,LOGIS METROPOLE,4 RUE THOMAS MORE
59,350,LILLE,A,BU,6.0,,RUE,THOMAS MORE,PBBR2K,775624059,9220,ASS,POLE SANTE TRAVAIL,6 RUE THOMAS MORE
59,350,LILLE,A,C,2.0,,RUE,THOMAS MORE,PBJPTK,886980440,5546,SA,LOGIS METROPOLE,2 RUE THOMAS MORE
59,350,LILLE,A,D,2.0,,AVENUE,NELSON MANDELA,PBFL23,775624240,9230,ASS,INSTITUT CATHOLIQUE DE LILLE,2 AVENUE NELSON MANDELA
59,350,LILLE,A,PK,4.0,,RUE,THOMAS MORE,PBJPTK,886980440,5546,SA,LOGIS METROPOLE,4 RUE THOMAS MORE
59,350,LILLE,A,B,9000.0,,,LE GRAND BUT,P9MBBC,444608442,5699,SA,ENEDIS,9000  LE GRAND BUT
59,350,LILLE,A,B,9000.0,,,LE GRAND BUT,P998MW,444608442,5699,SA,ENEDIS,9000  LE GRAND BUT
59,350,LILLE,A,A,137.0,,RUE,DU GRAND BUT LOMME,PBJJ58,245900410,7344,,METROPOLE EUROPEENNE DE LILLE,137 RUE DU GRAND BUT LOMME
59,350,LILLE,A,B,137.0,B,RUE,DU GRAND BUT LOMME,PBJJ58,245900410,7344,,METROPOLE EUROPEENNE DE LILLE,137 RUE DU GRAND BUT LOMME
59,350,LILLE,A,A,7.0,,RUE,ETIENNE POULET,PBJK29,661750067,5646,SA,HABITAT HAUTS-DE-FRANCE ESH,7 RUE ETIENNE POULET
59,350,LILLE,A,LC,7.0,,RUE,ETIENNE POULET,PBJK29,661750067,5646,SA,HABITAT HAUTS-DE-FRANCE ESH,7 RUE ETIENNE POULET
59,350,LILLE,A,PK,7.0,,RUE,ETIENNE POULET,PBJK29,661750067,5646,SA,HABITAT HAUTS-DE-FRANCE ESH,7 RUE ETIENNE POULET
59,350,LILLE,A,A,20.0,,RUE,ETIENNE POULET,PBJ27N,661750067,5646,SA,HABITAT HAUTS-DE-FRANCE ESH,20 RUE ETIENNE POULET
59,350,LILLE,A,A,22.0,,RUE,ETIENNE POULET,PBJ27N,661750067,5646,SA,HABITAT HAUTS-DE-FRANCE ESH,22 RUE ETIENNE POULET
59,350,LILLE,A,A,24.0,,RUE,ETIENNE POULET,PBJ27N,661750067,5646,SA,HABITAT HAUTS-DE-FRANCE ESH,24 RUE ETIENNE POULET
59,350,LILLE,A,A,26.0,,RUE,ETIENNE POULET,PBJ27N,661750067,5646,SA,HABITAT HAUTS-DE-FRANCE ESH,26 RUE ETIENNE POULET
59,350,LILLE,A,A,28.0,,RUE,ETIENNE POULET,PBJ27N,661750067,5646,SA,HABITAT HAUTS-DE-FRANCE ESH,28 RUE ETIENNE POULET
59,350,LILLE,A,A,30.0,,RUE,ETIENNE POULET,PBJ27N,661750067,5646,SA,HABITAT HAUTS-DE-FRANCE ESH,30 RUE ETIENNE POULET
59,350,LILLE,A,A,17.0,,RUE,ETIENNE POULET,PBJ27N,661750067,5646,SA,HABITAT HAUTS-DE-FRANCE ESH,17 RUE ETIENNE POULET
59,350,LILLE,A,A,19.0,,RUE,ETIENNE POULET,PBJ27N,661750067,5646,SA,HABITAT HAUTS-DE-FRANCE ESH,19 RUE ETIENNE POULET
59,350,LILLE,A,A,21.0,,RUE,ETIENNE POULET,PBJ27N,661750067,5646,SA,HABITAT HAUTS-DE-FRANCE ESH,21 RUE ETIENNE POULET
59,350,LILLE,A,A,1.0,,RUE,ETIENNE POULET,PBJ27N,661750067,5646,SA,HABITAT HAUTS-DE-FRANCE ESH,1 RUE ETIENNE POULET
59,350,LILLE,A,A,3.0,,RUE,ETIENNE POULET,PBJ27N,661750067,5646,SA,HABITAT HAUTS-DE-FRANCE ESH,3 RUE ETIENNE POULET
59,350,LILLE,A,A,5.0,,RUE,ETIENNE POULET,PBJ27N,661750067,5646,SA,HABITAT HAUTS-DE-FRANCE ESH,5 RUE ETIENNE POULET
59,350,LILLE,A,A,534.0,,AVENUE,DE DUNKERQUE LOMME,PBJDXZ,797946274,5499,SARL,MS LEFEVRE 3,534 AVENUE DE DUNKERQUE LOMME
59,350,LILLE,A,A,9.0,,RUE,DE LOMPRET LOMME,PBJS87,818372336,6540,SCI,KARAM FAMILLE,9 RUE DE LOMPRET LOMME
59,350,LILLE,A,A,796.0,,AVENUE,DE DUNKERQUE LOMME,PBCB9H,U21083505,7210,COM,COMMUNE DE LOMME,796 AVENUE DE DUNKERQUE LOMME
